Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
21,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
22,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
23,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
24,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
25,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
26,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
27,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
28,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
29,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
30,0.8,1,0.4,0.6,7,8.4,Udbatta disease,Solar treatment of seeds is also effective in killing the pathogen carried in the seeds.,aureofungin (a fungicidal antibiotic) and mancozeb
29,0.85,0.85,0.7,0.8,5,8,Whorl Maggot,Reduce the potential for damage by rice whorl maggots by encouraging the rice to emerge quickly and grow erect.,"soft chemicals or bio-pesticides e.g. Neembased products (Achook 8.1l/ha, Nemason10l/ha, Nimbecidine 600ml/20l of water )."
30,0.85,0.85,0.7,0.8,5,8,Whorl Maggot,Reduce the potential for damage by rice whorl maggots by encouraging the rice to emerge quickly and grow erect.,"soft chemicals or bio-pesticides e.g. Neembased products (Achook 8.1l/ha, Nemason10l/ha, Nimbecidine 600ml/20l of water )."
31,0.85,0.85,0.7,0.8,5,8,Whorl Maggot,Reduce the potential for damage by rice whorl maggots by encouraging the rice to emerge quickly and grow erect.,"soft chemicals or bio-pesticides e.g. Neembased products (Achook 8.1l/ha, Nemason10l/ha, Nimbecidine 600ml/20l of water )."
32,0.85,0.85,0.7,0.8,5,8,Whorl Maggot,Reduce the potential for damage by rice whorl maggots by encouraging the rice to emerge quickly and grow erect.,"soft chemicals or bio-pesticides e.g. Neembased products (Achook 8.1l/ha, Nemason10l/ha, Nimbecidine 600ml/20l of water )."
33,0.85,0.85,0.7,0.8,5,8,Whorl Maggot,Reduce the potential for damage by rice whorl maggots by encouraging the rice to emerge quickly and grow erect.,"soft chemicals or bio-pesticides e.g. Neembased products (Achook 8.1l/ha, Nemason10l/ha, Nimbecidine 600ml/20l of water )."
25,0.8,0.8,0.5,0.63,4.5,7.5,Leaffolder,Avoid ratooning. Flood and plow field after harvesting if possible. Remove grassy weeds and reduce density of planting. ,Hunkar 550 (Chlorpyrifos 50% EC & Cypermethrin 5% EC)
26,0.8,0.8,0.5,0.63,4.5,7.5,Leaffolder,Avoid ratooning. Flood and plow field after harvesting if possible. Remove grassy weeds and reduce density of planting. ,Hunkar 550 (Chlorpyrifos 50% EC & Cypermethrin 5% EC)
27,0.8,0.8,0.5,0.63,4.5,7.5,Leaffolder,Avoid ratooning. Flood and plow field after harvesting if possible. Remove grassy weeds and reduce density of planting. ,Hunkar 550 (Chlorpyrifos 50% EC & Cypermethrin 5% EC)
28,0.8,0.8,0.5,0.63,4.5,7.5,Leaffolder,Avoid ratooning. Flood and plow field after harvesting if possible. Remove grassy weeds and reduce density of planting. ,Hunkar 550 (Chlorpyrifos 50% EC & Cypermethrin 5% EC)
11,0.8,0.8,0.5,0.63,4.5,7.5,Leaffolder,Avoid ratooning. Flood and plow field after harvesting if possible. Remove grassy weeds and reduce density of planting. ,Hunkar 550 (Chlorpyrifos 50% EC & Cypermethrin 5% EC)
12,0.85,0.85,0.7,0.8,6,7.5,Armyworm,Removing grass weeds from within the fields or around the borders of the fields.,"Carbaryl, methyl parathion, and permethrin spray"
13,0.85,0.85,0.7,0.8,6,7.5,Armyworm,Removing grass weeds from within the fields or around the borders of the fields.,"Carbaryl, methyl parathion, and permethrin spray"
14,0.85,0.85,0.7,0.8,6,7.5,Armyworm,Removing grass weeds from within the fields or around the borders of the fields.,"Carbaryl, methyl parathion, and permethrin spray"
28,0.85,0.85,0.7,0.8,6,7.5,Armyworm,Removing grass weeds from within the fields or around the borders of the fields.,"Carbaryl, methyl parathion, and permethrin spray"
29,0.85,0.85,0.7,0.8,6,7.5,Armyworm,Removing grass weeds from within the fields or around the borders of the fields.,"Carbaryl, methyl parathion, and permethrin spray"
30,0.85,0.85,0.7,0.8,6,7.5,Armyworm,Removing grass weeds from within the fields or around the borders of the fields.,"Carbaryl, methyl parathion, and permethrin spray"
18,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
19,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
20,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
21,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
22,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
23,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
24,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
25,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
26,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
27,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
28,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
29,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
30,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
31,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
32,0.8,0.8,0.59,0.59,5.8,6.5,Green Leaf Hopper,Rotating crop for a year and planting resistant varieties,Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml.
30,0.5,0.8,0.71,0.83,5.9,8.1,Stink Bug,Destroy crop residues and weeds during soil preparation. Decrease spacing between plants and monitor irrigation water quality.,Lambda-cyhalothrin
25,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
26,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
27,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
28,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
29,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
30,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
29,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
30,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
31,0.6,0.8,0.41,0.58,6.5,7,Stem Borer ,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
32,0.6,0.8,0.41,0.58,6.5,7,Stem Borer,"Before transplanting, cut the leaf-top to reduce carry-over of eggs from the seedbed to the field.","carbofuran, diazinon or lindane"
25,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
26,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
27,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
28,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
29,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
30,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
29,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
30,0.9,0.9,0.4,0.6,5.5,7.5,Black Bug ,"Use resistant varieties. Remove the weeds and dry the rice field after plowing. During early infestation, raise the water level in the field for 2−3 days to force the insects to move upwards. ",Metarhizium anisopilae
20,0.85,0.85,0.8,1,6,7.8,Septoria Tritici Blotch,Remove infected plant debris and weeds. Avoid watering the foliage or facilitate its quick drying by providing enough space for sunlight. Use fungicidal sprays. ,triticonazole
21,0.85,0.85,0.8,1,6,7.8,Septoria Tritici Blotch,Remove infected plant debris and weeds. Avoid watering the foliage or facilitate its quick drying by providing enough space for sunlight. Use fungicidal sprays. ,triticonazole
22,0.85,0.85,0.8,1,6,7.8,Septoria Tritici Blotch,Remove infected plant debris and weeds. Avoid watering the foliage or facilitate its quick drying by providing enough space for sunlight. Use fungicidal sprays. ,triticonazole
23,0.85,0.85,0.8,1,6,7.8,Septoria Tritici Blotch,Remove infected plant debris and weeds. Avoid watering the foliage or facilitate its quick drying by providing enough space for sunlight. Use fungicidal sprays. ,triticonazole
24,0.85,0.85,0.8,1,6,7.8,Septoria Tritici Blotch,Remove infected plant debris and weeds. Avoid watering the foliage or facilitate its quick drying by providing enough space for sunlight. Use fungicidal sprays. ,triticonazole
25,0.85,0.85,0.8,1,6,7.8,Septoria Tritici Blotch,Remove infected plant debris and weeds. Avoid watering the foliage or facilitate its quick drying by providing enough space for sunlight. Use fungicidal sprays. ,triticonazole
15,0.9,0.9,0.1062,0.2684,2.5,9.8,Gall Midge,Practice early ploughing after harvest of the paddy crop. Plough ratoon of the previous crop and remove grassy weeds and wild rice in the area. Drain out water from paddy fields for 5-7 days.,chlorpyrifos (Lorsban)
16,0.9,0.9,0.1062,0.2684,2.5,9.8,Gall Midge,Practice early ploughing after harvest of the paddy crop. Plough ratoon of the previous crop and remove grassy weeds and wild rice in the area. Drain out water from paddy fields for 5-7 days.,chlorpyrifos (Lorsban)
17,0.9,0.9,0.1062,0.2684,2.5,9.8,Gall Midge,Practice early ploughing after harvest of the paddy crop. Plough ratoon of the previous crop and remove grassy weeds and wild rice in the area. Drain out water from paddy fields for 5-7 days.,chlorpyrifos (Lorsban)
18,0.9,0.9,0.1062,0.2684,2.5,9.8,Gall Midge,Practice early ploughing after harvest of the paddy crop. Plough ratoon of the previous crop and remove grassy weeds and wild rice in the area. Drain out water from paddy fields for 5-7 days.,chlorpyrifos (Lorsban)
19,0.9,0.9,0.1062,0.2684,2.5,9.8,Gall Midge,Practice early ploughing after harvest of the paddy crop. Plough ratoon of the previous crop and remove grassy weeds and wild rice in the area. Drain out water from paddy fields for 5-7 days.,chlorpyrifos (Lorsban)
20,0.9,0.9,0.1062,0.2684,2.5,9.8,Gall Midge,Practice early ploughing after harvest of the paddy crop. Plough ratoon of the previous crop and remove grassy weeds and wild rice in the area. Drain out water from paddy fields for 5-7 days.,chlorpyrifos (Lorsban)
28,0.5,0.55,0.5,1,6,8.5,Rice Ragged Stunt Virus,Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m to reduce the pest incidence.,Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha.
29,0.5,0.55,0.5,1,6,8.5,Rice Ragged Stunt Virus,Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m to reduce the pest incidence.,Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha.
